sentiment,airline,text
negative,US Airways,@USAirways #flight2031 the flight to Hell
negative,American,"@AmericanAir I slept in the miami airport due to mechanical issues and was given 10,000 bonus miles to try and make it right. #slapintheface"
negative,United,@united at MSP w/3 employees trying to check in several hundred and the line is crazy might miss our plane be sure to thank these employees
neutral,Delta,"@JetBlue is your partnership with Hawaiian live? Earn Hawaiian miles flying Jetblue ? IF so, how do I add @HawaiianAir to my JB Flight Booking Problems ?"
negative,Delta,"@JetBlue upset with the lack of communication we've received for our ""on time"" flight 1170 out of MCO"
negative,American,@AmericanAir Cancelled Flight my flight saying it is cause of weather condition when it was the only flight that was Cancelled Flight
negative,American,"@AmericanAir she was rude, unprofessional,  not helpful in helping me try and get home. As a #aaadvantage #loyal aa customer dissatisfied!"
negative,Southwest,@SouthwestAir what's up with these delays?! Throw some priority boarding my way &amp; I'll forgive you!! 👍 #southwest #southwestairlines
negative,US Airways,@USAirways 2 hours?! And just got disconnected.
negative,American,@AmericanAir today's wait was a violation of #dot #passengerbillofrights http://t.co/GxvFumn3iZ
neutral,United,@united Sure.  Follow for a sec and I will.
neutral,American,@AmericanAir Can you provide guidance on how I should work with them to resolve the issue
negative,Southwest,@SouthwestAir weather where? And at what time Cancelled Flighted? No I can't because meeting was today.
negative,United,@united I bought a ticket with a price that was published by mistake and now I got an email that indicates United Cancelled Flightled my ticket! Why?
positive,Southwest,@SouthwestAir Thanks for getting us to paradise safely! http://t.co/KDzQcZlpyR
negative,American,@AmericanAir We have been sitting on this bird #AA1457 for 2 hrs on the dfw tarmac.  Some water would be nice.  Where's your manners?
neutral,American,@AmericanAir What are Preferred Seats?
negative,American,@AmericanAir tomorrows flight Cancelled Flighted. I understand. Three hour wait for a call back and now 60 minutes on hold. Not cool.
negative,American,@AmericanAir That will be the third time I have been called by 800-433-7300 an hung on before anyone speaks. What do I do now???
neutral,Delta,"@JetBlue sorry, should have specified I meant ground traffic trying to get into the terminal"
negative,United,@united All these changes. Way to stick it to your Premiere 1K loyal customers. Why make things harder for those that loyal to you?
negative,American,"@AmericanAir actually, online indicates the only seating available is at a premium cost..why not allow seat selection at time of purchase"
positive,US Airways,"@USAirways thanks for the reply, hoping everything is cleared up in Charlotte by Monday"
positive,US Airways,@USAirways Thanks. It would be better from the gate agent at C14 in Charlotte boarding flight 1791.
negative,United,@united how can your app show arriving aircraft is early but departing flight is delayed due to Late Flight arriving aircraft? @unfriendly
neutral,US Airways,@USAirways Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.
positive,Southwest,@SouthwestAir you guys held our flight #330!  Thank you!!!  About to take off from MDW now to Oakland.  Thanks
negative,US Airways,@USAirways where's my apology?
neutral,Southwest,"@SouthwestAir Just reading your boarding policy, we're a group of 8 travellers with kids ranging from 3-10, is it possible to sit together?"
negative,US Airways,@USAirways US 728/Feb 21 Hour 6 on plane when US Airways representative Kim Y enters deteriorating picture. Unhelpful with no assurances.
positive,United,@united great. Looking forward to your response to my DM then
negative,American,@AmericanAir Not very helpful if my flight is already Cancelled Flightled! What about reFlight Booking Problems? AA has my email and cell - yet no notifications.
neutral,Delta,@JetBlue @BucketObolts Same
negative,Southwest,"@SouthwestAir @fox8news Serious potential for a wanna get away commercial out of this debacle.  But for real, you should fire @Kristi_Capel"
negative,Southwest,"@SouthwestAir  you are over 40, please start acting your age and stop with the short-shorts!"
negative,United,@united I would like a supervisor to talk to. Now we are waiting for a flight attendant as one just walked off &amp; left http://t.co/IpaamZT7Z2
negative,US Airways,"@USAirways, 1st a reaccommodation, now a delayed flight for this one.  &amp; the Gate Agent still hasn't mumbled a word. Folks getting anxious."
negative,US Airways,@USAirways What a mess caused by the computer systems. Flight 719 in 3 hours Late Flight and now no gate for us. Est 26 min wait.
negative,Southwest,@SouthwestAir would really like my baggage from yesterday. Employees at Akron giving me a tough time.
neutral,Southwest,"@SouthwestAir I can easily get to the Atlanta show, I just need tickets, help?!"
negative,United,@united DM sent.  This lack if customer service is getting ridiculous.
negative,United,@united this is the second time my flights been Cancelled Flightled... Like really?
negative,United,"@united Actually, the flight was just Cancelled Flightled! http://t.co/Qf0Oc2HqeZ"
negative,US Airways,@USAirways oh yay! Now gate agents decide not to deal with upgrade list and just bump up whoever is closest.
negative,American,"@AmericanAir My bag flew with AA while I flew with Delta, and I'm still not sure whose final carrier is referred to."
negative,US Airways,@USAirways your customer service stinks. Trying to book a flight for hours now and keep getting hung up on. #usairwayssucks
negative,American,@AmericanAir this delayed bag was for my friend Lisa Pafe. She got her bag after 3 days in Costa Rica. Issue no updates on your system.
negative,American,@AmericanAir our flight was Cancelled Flightled and rebooked to United. You didn't give them accurate ticket number now we can't check in. #annoyed
neutral,Southwest,@SouthwestAir just DMed you guys!!! 😁😁😁😁
negative,United,"@united  bags left behind because plane overweight, be great if knew as soon as we landed, instead letting us wait 45 minutes with no info."
negative,United,@united 15-hr flight w/broken #Dreamliner media system. Witness #mental #breakdown as we bounce off walls. Remind me why I'm 1K.
negative,US Airways,@USAirways I have been in contact with 3 people and still no answers. You keep sending me to @Expedia and they keep sending me to you!
neutral,US Airways,@USAirways need seat assignments for one leg of family's return flight - can you please help via Twitter PM?
negative,Southwest,@SouthwestAir your app isnt working and i take off in like two hours help
negative,United,@united is the worst
negative,Southwest,@SouthwestAir so u guys Cancelled Flight #bna flights &amp; don't bother 2 alert passengers? What gives?
positive,Southwest,@SouthwestAir Thank you for the prompt response. I will email Late Flightr today.
negative,Southwest,@SouthwestAir Suggestions: tell customers approximate wait times when they are on hold (50 min now...) and allow them to Cancelled Flight online!
positive,Southwest,@SouthwestAir thank you!
negative,United,@united I'm asking if you can simplify the communications- thx
neutral,United,@united (2/2) pay in person at Portland airport. I will be flying from Perth. This has been done by US Air.
negative,United,@united of course I need help.  I've been DMing you ladies and gents all day. Your only solution is hope for the best and LAX.
positive,Virgin America,"@VirginAmerica another perfect flight.   How come on your planes,  the sun visors can stay down?  Other carriers make you raise them?"
negative,United,@united can you get me on the delayed flight to EWR out of YYZ at 15:30? No customer service to be found in airport
neutral,US Airways,"@USAirways If I know I left something on my last flight (as I literally had to run to make my connection), how can I retrieve it please?"
negative,Delta,@JetBlue insane the craziness I've seen with Jet Blue today at Newark Delayed 3 hours and now we are waiting for a Pilot!! #jetblue
neutral,Southwest,@SouthwestAir I need some help with a reservation
positive,United,"@united thank you. There was one here a few months ago, but none now. Weird you don't have a club in one of the busiest airports in the US."
positive,Virgin America,"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines."
neutral,US Airways,"@USAirways @GregWallace66 Yea, they will give you 5 cents on the dollar!"
negative,United,@united literally sucks
neutral,American,@AmericanAir At what e-mail adress can I send your CEO Mr. Doug Parker a letter that he hopefully reads?
positive,United,@united you suck. @SouthwestAir you're the best.
